Names,Meanings,Sentences,Collocations,Tags,Pronunciations,Level,Name
at the same time,同時に、〜にも関わらず,"No one likes conflict, but at the same time we have to deal with this problem.
I was afraid of her, but at the same time I really liked her.
She’s optimistic that she can get results, but at the same time, she knows it’s a very hard job.
She was somehow able to look sad and cheerful at the same time.
*My job is challenging, but at the same time, it's really rewarding.
*What if the process receives the messages at the same time?",,"感情, 時間",sameにアクセント,,at the same time
unique,変わった、唯一の,,,人,,,unique
superficial,表面的な、浅い、うわべだけの、薄っぺらい,"The book shows only a superficial understanding of the historical context.
When you first meet her, she gives a superficial impression of warmth and friendliness. 初対面では、表面的には温厚で親しみやすい印象を受けます","relationship
knowledge",人,,,superficial
serious,頭の堅い、真面目な,,,人,,,serious
reliable,信頼できる,He was a very reliable and honest man who would never betray anyone.,,人,,,reliable
ordinary,普通の、平凡な,,,人,,,ordinary
"intelligent
intellectual
intelligently
intelligence","頭の良い、賢い
知性のある、物知りな
知的に
知能、知力、機密情報","Several studies now prove how intelligent dolphones really are. イルカが実際どれほど頭が良いかは幾つかの研究によって証明されてるよ
He speaks very intelligently, but he's actually just all talk.
What do you think is the best way to measure the intelligence of our students?",,人,,,intelligent
get nervous easily,緊張しい,,,人,,,get nervous easily
fun,楽しさ、楽しい,"We had a lot of fun at Sarah's party.
He's a lot of fun to work with.
It's not much fun going to a party by yourself.
She's very lively and full of fun.
I decided to learn a bit of Indonesia, just for fun.
She's really fun to be with.
This game looks like fun!",,"人, 良さ",,,fun
"devote
devoted to A
devote oneself to A","捧げる
献身的な、忠誠な、専門に扱った",*I'm prepared to devote myself entirely to software engineering.,,人,,,devote
considerate,思いやりのある,"*I respect considerate people, so I'm trying to be so.",,人,,,considerate
bold,大胆な、勇敢な、冒険的な,"Few people have been bold enough to criticize the manager.
He is a qualified politician with bold ideas.","idea
measure
action",人,,,bold
would rather do than do,〜するより〜したい,"I'd rather go by train than by car. 車より電車で行きたい
I would rather watch TV than go out. 出かけるよりもテレビを見たい
I’m a bit tired so I’d rather eat at home. ちょっと疲れたから、むしろ家で自炊したいよ",,"好み, 未来",,,would rather do than do
passionate about A,〜にこだわりがある、〜に特別な感情がある,"I'm passionate about baseball.
He is very passionate about the project.",汎用,好み,,,passionate about A
I like how -,〜であることが良い、〜なのが好き,"I like how my co-worker randomly impersonates our boss.
I like how Frank always keeps me in the loop about anything that's taking longer than it should.
*I like how my Vietnamese co-workers sometimes cook Vietnamese meals for me.
*I like how lively South East Asian countries are.",,"好み, 良さ",,,I like how -
have an interest in A,〜に興味がある,*I have an interest in working for JICA.,汎用,好み,,,have an interest in A
feel like doing,〜したい(気分である),,汎用,"好み, 未来",,,feel like doing
enjoy,楽しむ、〜するのが好き,I don't enjoy playing video games. テレビゲームをするのはあまり好きじゃない,,好み,,,enjoy
"curious
curious about A","好奇心のある
〜に関心がある","*I'm curious about political systems around the world.
*I was curious about trains, but not anymore.",汎用,"人, 好み",,,curious
come to like,好きになる,"*I hated vegetable juice when I was little, but I came to like it at some point.
*I've come to like Vancouver.",,好み,,,come to like
can't stop doing,〜をやめられない、〜してしまう,,,好み,,,can't stop doing
can't stand A,〜に耐えられない,,,好み,,,can't stand A
in short,つまり、簡単に言うと,"In short, this product has low demand. つまり、この製品は需要が低いということです",,接続,,,in short
in addition,その上、さらに,"English classes are offered. Inaddition, students can take classes in computing. 英語のクラスが提供されます。そしてさらに、学生はコンピューティングのクラスを受講できます",,接続,,,in addition
besides,その上、それに、〜以外にも、〜を除いて,"I hate swimming, and besides, it's too cold. 泳ぐのは嫌いだし、それに寒すぎる
We have lots of things in common besides music. 音楽以外にも共通点がたくさんあります
*I don't often go back to my hometown because it's pretty far from here, and besides, I have nothing to do there without my desktop.",and,接続,,,besides
also,その上、さらに,"Also, Italian eat a type of pasta as part of their staple diet. そしてさらに、イタリア人は主食の一部として一種のパスタを食べます",,接続,,,also
thinking about doing,〜をしようかなと思っている,,,未来,,,thinking about doing
supposed to do,(規則により)〜することになっている、〜できる、(期待により)〜するはず、〜する予定だ、〜するものである、〜らしい,"There is supposed to be a helpful person around you. あなたの周りには、手助けしてくださる人がいるはずです
We are supposed to get 20 days of paid vacation a year. 1年に20日間の有給休暇が取れるはずです
You are supposed to wear a suit to the event. ベントにはスーツを着ないといけないはずです
I was supposed to go Christmas shopping yesterday but I watched a movie instead.
昨日クリスマス・ショッピングにいくはずだったのですが、代わりに映画を見ました
It’s supposed to rain tomorrow. 明日は雨が降るらしいです
This book is supposed to be life-changing. 人生を変えるような本らしいですよ
I was supposed to take medicine before the meal. 私、食事の前にお薬を飲まなきゃいけないんだった
You are not supposed to smoke here. ここでたばこを吸ってはいけませんよ
It is supposed to be good to eat tofu when it sways, but without over-boiling it. あまり長く煮ず、豆腐がぐらりと動いた程度で食べるのがよいとされる",,未来,,,supposed to do
